timestamp,date_GMT,status,attendance,home_team_name,away_team_name,referee,Game Week,Pre-Match PPG (Home),Pre-Match PPG (Away),home_ppg,away_ppg,home_team_goal_count,away_team_goal_count,total_goal_count,total_goals_at_half_time,home_team_goal_count_half_time,away_team_goal_count_half_time,home_team_goal_timings,away_team_goal_timings,home_team_corner_count,away_team_corner_count,home_team_yellow_cards,home_team_red_cards,away_team_yellow_cards,away_team_red_cards,home_team_first_half_cards,home_team_second_half_cards,away_team_first_half_cards,away_team_second_half_cards,home_team_shots,away_team_shots,home_team_shots_on_target,away_team_shots_on_target,home_team_shots_off_target,away_team_shots_off_target,home_team_fouls,away_team_fouls,home_team_possession,away_team_possession,team_a_xg,team_b_xg,average_goals_per_match_pre_match,btts_percentage_pre_match,over_15_percentage_pre_match,over_25_percentage_pre_match,over_35_percentage_pre_match,over_45_percentage_pre_match,over_15_HT_FHG_percentage_pre_match,over_05_HT_FHG_percentage_pre_match,over_15_2HG_percentage_pre_match,over_05_2HG_percentage_pre_match,average_corners_per_match_pre_match,average_cards_per_match_pre_match,odds_ft_home_team_win,odds_ft_draw,odds_ft_away_team_win,odds_ft_over15,odds_ft_over25,odds_ft_over35,odds_ft_over45,odds_btts_yes,odds_btts_no,stadium_name
1470535200,Aug 07 2016 - 2:00am,complete,N/A,Necaxa,Pumas UNAM,N/A,4,1.00,1.00,1.63,0.83,2,2,4,2,1,1,"28,50","37,86",7,6,1,0,1,0,0,1,1,0,10,13,7,9,3,4,16,15,51,49,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,5.00,5.00,2.50,3.30,3.10,0.00,0.00,0.00,0.00,0.00,0.00,Estadio Victoria de Aguascalientes
1470535200,Aug 07 2016 - 2:00am,complete,N/A,Guadalajara,Querétaro,N/A,4,3.00,1.00,1.86,0.94,0,0,0,0,0,0,"","",6,1,2,0,4,0,1,1,1,3,13,5,8,3,5,2,9,12,47,53,0.00,0.00,2.50,50,50,50,50,0,0,50,50,100,12.00,4.00,2.17,3.47,3.62,0.00,0.00,0.00,0.00,0.00,0.00,Estadio Chivas
1470591900,Aug 07 2016 - 5:45pm,complete,N/A,Toluca,Pachuca,N/A,4,0.00,3.00,1.37,1.11,2,0,2,1,1,0,"1,87","",7,4,3,0,3,0,0,3,2,1,18,12,10,6,8,6,21,12,51,49,0.00,0.00,1.00,0,50,0,0,0,0,0,50,50,10.00,2.00,2.17,3.51,3.58,0.00,0.00,0.00,0.00,0.00,0.00,Estadio Universitario Alberto Chivo Córdoba
1470610800,Aug 07 2016 - 11:00pm,complete,N/A,Puebla,Santos Laguna,N/A,4,3.00,0.00,1.06,0.83,0,0,0,0,0,0,"","",9,7,2,0,2,0,1,1,0,2,14,16,6,8,8,8,13,14,55,45,0.00,0.00,3.50,50,100,50,50,50,50,100,0,100,12.00,7.00,2.50,3.44,2.99,0.00,0.00,0.00,0.00,0.00,0.00,Estadio Cuauhtémoc
1471053600,Aug 13 2016 - 2:00am,complete,N/A,Tijuana,León,N/A,5,3.00,0.00,2.20,1.21,2,0,2,1,1,0,"14,83","",4,4,6,0,2,0,1,5,1,1,7,12,3,7,4,5,17,12,52,48,0.00,0.00,3.25,25,75,50,50,25,50,75,25,100,9.00,6.00,2.04,3.69,3.78,0.00,0.00,0.00,0.00,0.00,0.00,Estadio Caliente
1471125600,Aug 13 2016 - 10:00pm,complete,N/A,Querétaro,Cruz Azul,N/A,5,3.00,1.00,1.35,1.00,0,0,0,0,0,0,"","",3,5,2,1,1,0,1,2,1,0,11,7,8,3,3,4,15,10,40,60,0.00,0.00,1.75,50,75,25,0,0,50,50,25,50,8.00,3.00,2.75,3.38,2.73,0.00,0.00,0.00,0.00,0.00,0.00,Estadio La Corregidora
1471132800,Aug 14 2016 - 12:00am,complete,N/A,Monterrey,Necaxa,N/A,5,1.00,0.50,1.89,1.11,2,1,3,1,1,0,"5,62","86",2,2,2,0,5,0,0,2,0,5,12,9,4,5,8,4,9,20,48,52,0.00,0.00,1.25,50,50,0,0,0,25,75,0,25,12.00,3.50,1.77,3.92,4.88,0.00,0.00,0.00,0.00,0.00,0.00,Estadio BBVA Bancomer
1471132800,Aug 14 2016 - 12:00am,complete,N/A,Atlas,Puebla,N/A,5,2.00,0.50,1.89,1.06,3,2,5,3,2,1,"3,16,70","30,58",6,7,5,0,1,1,3,2,1,1,10,8,7,5,3,3,13,12,58,42,0.00,0.00,2.00,75,75,25,0,0,25,50,25,100,8.50,3.50,2.11,3.44,3.84,0.00,0.00,0.00,0.00,0.00,0.00,Estadio Jalisco
1471133160,Aug 14 2016 - 12:06am,complete,N/A,Pachuca,Pumas UNAM,N/A,5,3.00,1.00,2.00,0.83,3,0,3,1,1,0,"4,68,75","",4,2,2,0,3,0,2,0,1,2,8,7,2,2,6,5,11,15,66,34,0.00,0.00,2.75,50,50,50,50,25,50,75,50,50,7.00,3.00,1.99,3.66,4.01,0.00,0.00,0.00,0.00,0.00,0.00,Estadio Hidalgo
1471140000,Aug 14 2016 - 2:00am,complete,N/A,América,Morelia,N/A,5,2.00,1.50,1.85,1.22,1,1,2,0,0,0,"60","79",-1,-1,3,0,2,0,0,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,3.50,42,100,59,42,25,42,84,75,100,6.83,5.17,1.53,4.50,6.65,0.00,0.00,0.00,0.00,0.00,0.00,Estadio Azteca
1471194000,Aug 14 2016 - 5:00pm,complete,N/A,Toluca,Tigres UANL,N/A,5,3.00,2.00,1.37,1.70,0,0,0,0,0,0,"","",7,5,3,0,2,0,0,3,1,1,12,6,10,3,2,3,17,12,41,59,0.00,0.00,1.75,0,75,25,0,0,0,75,25,75,14.50,4.00,3.30,3.29,2.39,0.00,0.00,0.00,0.00,0.00,0.00,Estadio Universitario Alberto Chivo Córdoba
1471212000,Aug 14 2016 - 10:00pm,complete,N/A,Chiapas,Veracruz,N/A,5,1.50,0.00,1.12,0.29,1,1,2,1,0,1,"50","37",10,5,1,0,2,0,0,1,0,2,12,7,4,3,8,4,16,16,63,37,0.00,0.00,1.50,0,50,0,0,0,0,25,50,75,9.50,3.50,2.22,3.50,3.46,0.00,0.00,0.00,0.00,0.00,0.00,Estadio Víctor Manuel Reyna
1471215600,Aug 14 2016 - 11:00pm,complete,N/A,Santos Laguna,Guadalajara,N/A,5,0.50,0.00,1.67,1.24,0,1,1,1,0,1,"","17",11,3,3,2,2,0,0,5,1,1,14,9,6,3,8,6,20,17,51,49,0.00,0.00,2.75,25,50,50,50,25,50,50,25,75,16.50,5.00,2.49,3.37,3.06,0.00,0.00,0.00,0.00,0.00,0.00,Estadio Nuevo Corona
1471658400,Aug 20 2016 - 2:00am,complete,N/A,Veracruz,Toluca,N/A,6,1.50,0.33,1.65,1.58,2,2,4,1,1,0,"38,80","46,60",4,9,4,1,3,0,1,4,1,2,6,6,4,3,2,3,19,9,43,57,0.00,0.00,3.17,59,84,42,42,25,42,84,59,84,10.50,6.83,2.68,3.35,2.83,0.00,0.00,0.00,0.00,0.00,0.00,Estadio Luis de la Fuente
1471730400,Aug 20 2016 - 10:00pm,complete,N/A,Cruz Azul,Santos Laguna,N/A,6,0.50,0.50,1.35,0.83,3,1,4,0,0,0,"58,62,90'4","83",7,5,2,0,3,0,0,2,1,2,11,10,3,4,8,6,15,15,46,54,0.00,0.00,1.25,25,50,25,0,0,0,50,25,50,14.00,6.00,1.97,3.53,4.27,0.00,0.00,0.00,0.00,0.00,0.00,Estadio Azul (Ciudad de México (D.F.))
1471737600,Aug 21 2016 - 12:00am,complete,N/A,Tigres UANL,Pachuca,N/A,6,2.00,1.50,1.78,1.11,4,2,6,3,2,1,"23,32,51,64","22,58",7,6,1,0,2,0,0,1,1,1,12,13,5,5,7,8,17,11,39,61,0.00,0.00,1.25,0,50,0,0,0,0,25,25,75,16.00,5.00,1.97,3.54,4.25,0.00,0.00,0.00,0.00,0.00,0.00,Estadio Universitario de Nuevo León
